rank,bgg_url,names,min_players,max_players,avg_time,min_time,max_time,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
3552,65334/flash-duel,Flash Duel,2,2,5,5,5,6.70802,5.74072,313,https://cf.geekdo-images.com/images/pic648115.jpg,0,"Hand Management, Variable Player Powers",362,"Card Game, Fantasy, Fighting",1.4783
3553,181290/kumo-hogosha,KUMO Hogosha,2,4,30,25,30,7.01714,5.74068,241,https://cf.geekdo-images.com/images/pic2606432.jpg,8,"Action / Movement Programming, Action Point Allowance System, Grid Movement",465,"Abstract Strategy, Fighting",2
3554,13511/ninja-versus-ninja,Ninja Versus Ninja,2,2,15,15,15,6.04751,5.74059,894,https://cf.geekdo-images.com/images/pic1229622.jpg,10,"Dice Rolling, Grid Movement, Roll / Spin and Move",1368,"Abstract Strategy, Dice, Fighting, Miniatures",1.2933
3555,20646/1824-austria-hungary,1824: Austria-Hungary,3,6,300,300,300,7.78843,5.74051,121,https://cf.geekdo-images.com/images/pic1207675.jpg,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",151,"Economic, Trains",3.7647
3556,188178/draconis-invasion,Draconis Invasion,1,6,90,30,90,7.44236,5.73987,275,https://cf.geekdo-images.com/images/pic3190547.png,14,"Card Drafting, Deck / Pool Building, Variable Player Powers",552,"Card Game, Fantasy",2.4444
3557,160567/bang-walking-dead,BANG!: The Walking Dead,4,7,30,30,30,6.56849,5.73981,354,https://cf.geekdo-images.com/images/pic2062142.jpg,13,"Hand Management, Partnerships, Player Elimination, Variable Player Powers",1129,"Bluffing, Card Game, Deduction, Fighting, Zombies",2
3558,426/battle-bulge,Battle of the Bulge,2,2,120,120,120,6.4732,5.7397,347,https://cf.geekdo-images.com/images/pic771975.jpg,12,"Dice Rolling, Hex-and-Counter",791,"Wargame, World War II",2.9149
3559,185374/loot-n-run,Loot N Run,2,6,30,15,30,6.59821,5.7397,302,https://cf.geekdo-images.com/images/pic2825518.jpg,8,Press Your Luck,553,"Adventure, Ancient, Bluffing, Exploration, Party Game",1.1111
3560,145186/pick-polar-bear,Pick-a-Polar Bear,1,5,15,10,15,6.48142,5.73954,351,https://cf.geekdo-images.com/images/pic1721977.jpg,8,Pattern Recognition,621,"Action / Dexterity, Animals, Card Game, Party Game, Puzzle, Real-time",1.0476
3561,20195/six,Six,2,4,20,20,20,6.29511,5.73946,501,https://cf.geekdo-images.com/images/pic885840.jpg,7,"Partnerships, Pattern Building, Tile Placement",685,Abstract Strategy,1.6897
3562,175961/three-cheers-master,Three Cheers for Master,2,6,40,20,40,6.46768,5.73935,397,https://cf.geekdo-images.com/images/pic2475824.jpg,13,"Hand Management, Take That",1106,"Card Game, Humor",1.75
3563,34747/jena-20,Jena 20,2,2,50,50,50,6.73898,5.73933,254,https://cf.geekdo-images.com/images/pic301998.jpg,0,Hex-and-Counter,862,"Napoleonic, Wargame",1.9
3564,154600/desperados-dice-town,Desperados of Dice Town,2,4,25,25,25,6.19496,5.73907,577,https://cf.geekdo-images.com/images/pic2230277.jpg,8,Dice Rolling,1117,"American West, Dice",1.3824
3565,104640/robin-hood,Robin Hood,3,5,50,50,50,7.1419,5.73901,189,https://cf.geekdo-images.com/images/pic1077675.jpg,14,"Hand Management, Role Playing",256,"Bluffing, Humor, Medieval, Party Game",1.4706
3566,110870/cavemen-quest-fire,Cavemen: The Quest for Fire,2,5,45,45,45,6.40883,5.739,394,https://cf.geekdo-images.com/images/pic1145197.jpg,13,"Auction/Bidding, Card Drafting",653,"Card Game, Prehistoric",1.875
3567,12897/la-bataille-de-ligny,La Bataille de Ligny,1,2,600,0,600,7.73176,5.739,148,https://cf.geekdo-images.com/images/pic280192.jpg,12,Hex-and-Counter,571,"Napoleonic, Wargame",3.8095
3568,31621/gangster,Gangster,2,5,90,90,90,6.19623,5.73884,546,https://cf.geekdo-images.com/images/pic258917.jpg,10,Area Control / Area Influence,737,Mafia,2.3286
3569,134150/mini-curling-game,Mini Curling Game,2,8,30,20,30,6.68683,5.73884,262,https://cf.geekdo-images.com/images/pic1508779.jpg,7,"Partnerships, Simulation",416,"Action / Dexterity, Party Game, Sports",1.1667
3570,158168/nhl-power-play-team-building-card-game,NHL Power Play Team-Building Card Game,2,4,30,30,30,7.01033,5.73873,214,https://cf.geekdo-images.com/images/pic2019500.jpg,15,Deck / Pool Building,390,"Card Game, Sports",1.9167
3571,164237/neptun,Neptun,3,5,45,45,45,6.6028,5.73867,298,https://cf.geekdo-images.com/images/pic2335546.jpg,8,Route/Network Building,812,"Ancient, Nautical",2.5417
3572,155042/steam-donkey,Steam Donkey,2,4,45,45,45,6.75653,5.73867,251,https://cf.geekdo-images.com/images/pic1931097.jpg,10,"Card Drafting, Hand Management, Press Your Luck, Set Collection",439,Card Game,2.1538
3573,141067/history-maker-baseball,History Maker Baseball,1,2,30,30,30,8.26018,5.73851,113,https://cf.geekdo-images.com/images/pic2041485.jpg,0,Dice Rolling,192,Sports,2.3
3574,14860/clash-continent-battles-american-revolution-and-fr,Clash for a Continent:  Battles of the American Revolution and French & Indian War,2,4,30,30,30,7.2609,5.7385,172,https://cf.geekdo-images.com/images/pic80068.jpg,12,"Dice Rolling, Hex-and-Counter, Modular Board, Secret Unit Deployment",269,"Age of Reason, American Revolutionary War, Wargame",2.069
3575,26946/ladybohn-manche-mogens-heiss,Ladybohn: Manche mí_gen's heiss!,3,5,60,60,60,7.00616,5.73847,203,https://cf.geekdo-images.com/images/pic3677082.jpg,12,"Set Collection, Trading",608,"Card Game, Farming, Negotiation",2
3576,218161/pit-crew,Pit Crew,2,9,30,15,30,6.69015,5.73844,259,https://cf.geekdo-images.com/images/pic3363575.jpg,8,Pattern Recognition,587,"Racing, Real-time, Sports",1.3333
3577,192351/world-monuments,World Monuments,2,4,45,45,45,6.37249,5.73839,439,https://cf.geekdo-images.com/images/pic2894296.jpg,8,"Set Collection, Worker Placement",1125,Renaissance,1.3077
3578,171672/why-first,Why First?,2,6,25,15,25,6.10751,5.73838,666,https://cf.geekdo-images.com/images/pic2323662.jpg,7,"Hand Management, Simultaneous Action Selection",994,Racing,1.1538
3579,13266/three-days-gettysburg-third-edition,The Three Days of Gettysburg (third edition),1,6,75,75,75,7.45406,5.73836,160,https://cf.geekdo-images.com/images/pic1525945.jpg,12,"Chit-Pull System, Hex-and-Counter",559,"American Civil War, Wargame",4.2391
3580,176435/thrashn-roll,Thrash'n Roll,2,4,90,45,90,6.82012,5.7383,247,https://cf.geekdo-images.com/images/pic2650063.jpg,12,"Dice Rolling, Set Collection, Simulation, Worker Placement",480,"Card Game, Music",3.125
3581,159143/hue,HUE,2,5,10,10,10,6.5095,5.73822,317,https://cf.geekdo-images.com/images/pic2559566.jpg,8,"Hand Management, Pattern Building, Tile Placement",1213,"Abstract Strategy, Card Game",1.3636
3582,15045/risk-star-wars-clone-wars-edition,Risk: Star Wars ? The Clone Wars Edition,2,4,120,120,120,6.02417,5.73818,1351,https://cf.geekdo-images.com/images/pic68709.jpg,10,"Area Control / Area Influence, Area Movement, Dice Rolling",3100,"Movies / TV / Radio theme, Science Fiction, Wargame",2.2129
3583,2168/hitlers-war,Hitler's War,2,3,300,300,300,6.27158,5.73813,501,https://cf.geekdo-images.com/images/pic1513384.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",1120,"Wargame, World War II",3
3584,32990/axis-empires-dai-senso,Axis Empires: Dai Senso!,2,3,900,900,900,7.88123,5.7381,122,https://cf.geekdo-images.com/images/pic1024642.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter",442,"Wargame, World War II",4.1818
3585,127561/resident-evil-deck-building-game-mercenaries,Resident Evil Deck Building Game: Mercenaries,1,4,60,30,60,7.15734,5.73768,218,https://cf.geekdo-images.com/images/pic1468156.png,13,"Card Drafting, Deck / Pool Building, Variable Player Powers",779,"Card Game, Horror, Video Game Theme, Zombies",2.6364
3586,214996/silver-bayonet-first-team-vietnam-1965-25th-annive,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",1,2,960,30,960,8.2292,5.73765,113,https://cf.geekdo-images.com/images/pic3093082.png,12,"Dice Rolling, Hex-and-Counter",663,"Vietnam War, Wargame",3.6667
3587,16443/dungeoneer-dragons-forsaken-desert,Dungeoneer: Dragons of the Forsaken Desert,2,4,60,60,60,6.28932,5.73761,491,https://cf.geekdo-images.com/images/pic244047.jpg,12,"Area Movement, Dice Rolling, Modular Board, Role Playing, Variable Player Powers",1174,"Adventure, Card Game, Fantasy",2.2
3588,65313/napoleons-war-100-days,Napoleon's War:  The 100 Days,2,2,60,60,60,7.24999,5.73758,174,https://cf.geekdo-images.com/images/pic731932.jpg,8,Action Point Allowance System,373,"Napoleonic, Wargame",2.35
3589,18723/aye-dark-overlord-red-box,"Aye, Dark Overlord! The Red Box",4,16,30,30,30,5.93077,5.73736,2188,https://cf.geekdo-images.com/images/pic3300672.jpg,13,"Acting, Role Playing, Storytelling",3978,"Card Game, Fantasy, Humor, Party Game",1.3057
3590,228668/dungeons-dragons-tomb-annihilation-board-game,Dungeons & Dragons: Tomb of Annihilation Board Game,1,5,60,60,60,8.25,5.73735,139,https://cf.geekdo-images.com/images/pic3596073.jpg,14,"Co-operative Play, Grid Movement, Modular Board, Role Playing, Variable Player Powers",617,"Adventure, Exploration, Fantasy, Miniatures",2.6667
3591,182094/bang-duel,BANG! The Duel,2,2,30,30,30,6.53153,5.737,365,https://cf.geekdo-images.com/images/pic3068558.png,8,Hand Management,927,"American West, Card Game",1.8889
3592,58624/storm-over-dien-bien-phu,Storm Over Dien Bien Phu,1,2,180,180,180,7.58401,5.737,140,https://cf.geekdo-images.com/images/pic3322477.jpg,0,"Area Movement, Area-Impulse",435,"Vietnam War, Wargame",2.619
3593,2447/world-war-ii-european-theater-operations,World War II: European Theater of Operations,2,3,360,360,360,7.14256,5.7369,215,https://cf.geekdo-images.com/images/pic277947.jpg,12,"Dice Rolling, Hex-and-Counter",613,"Wargame, World War II",4
3594,1275/221b-baker-street-master-detective-game,221B Baker Street: The Master Detective Game,2,6,90,90,90,5.96503,5.73684,1973,https://cf.geekdo-images.com/images/pic2235991.jpg,10,"Paper-and-Pencil, Role Playing, Roll / Spin and Move",4709,"Deduction, Murder/Mystery, Novel-based",1.814
3595,123844/city-hall,City Hall,2,4,90,90,90,6.62418,5.73646,287,https://cf.geekdo-images.com/images/pic1797476.png,13,"Auction/Bidding, Tile Placement",1008,"City Building, Political",2.8
3596,11161/dungeoneer-den-wererats,Dungeoneer: Den of the Wererats,2,2,30,30,30,6.32144,5.73645,464,https://cf.geekdo-images.com/images/pic70454.jpg,12,"Action Point Allowance System, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",1207,"Adventure, Card Game, Dice, Exploration, Fantasy",2.1064
3597,133534/sigismundus-augustus-dei-gratia-rex-poloniae,Sigismundus Augustus: Dei gratia rex Poloniae,3,5,120,120,120,7.30218,5.73636,179,https://cf.geekdo-images.com/images/pic1714173.jpg,12,"Acting, Area Control / Area Influence, Deck / Pool Building, Dice Rolling, Trading, Voting, Worker Placement",307,"Economic, Negotiation, Renaissance",3.7692
3598,3864/mechwarrior-dark-age,Mechwarrior: Dark Age,2,10,60,60,60,6.22478,5.73623,694,https://cf.geekdo-images.com/images/pic90904.jpg,10,"Action Point Allowance System, Variable Player Powers",1104,"Collectible Components, Dice, Miniatures, Science Fiction, Wargame",2.7037
3599,98762/test-fire-bull-run-1861,Test of Fire: Bull Run 1861,2,2,45,45,45,6.55867,5.73622,297,https://cf.geekdo-images.com/images/pic991417.jpg,10,"Action Point Allowance System, Area Control / Area Influence, Dice Rolling",656,"American Civil War, Wargame",1.8696
3600,111173/little-devils,Little Devils,3,6,15,15,15,6.14361,5.73612,606,https://cf.geekdo-images.com/images/pic1127412.jpg,8,Trick-taking,1232,Card Game,1.35
3601,124390/goblins-drool-fairies-rule,"Goblins Drool, Fairies Rule!",1,4,15,15,15,6.17043,5.73609,586,https://cf.geekdo-images.com/images/pic1392330.jpg,7,"Hand Management, Memory, Set Collection",1211,"Card Game, Children's Game, Educational, Fantasy, Humor",1.0769
3602,2114/duck-duck-bruce,"Duck, Duck, Bruce",2,4,20,20,20,6.21665,5.73578,513,https://cf.geekdo-images.com/images/pic191734.jpg,6,Press Your Luck,907,"Animals, Card Game, Children's Game",1.0408
3603,187679/horus-heresy-betrayal-calth,The Horus Heresy: Betrayal at Calth,2,2,120,0,120,7.58333,5.73566,156,https://cf.geekdo-images.com/images/pic2742030.jpg,0,"Dice Rolling, Variable Player Powers",621,"Miniatures, Science Fiction, Wargame",2.5556
3604,34169/potion-making-practice,Potion-Making: Practice,2,6,40,40,40,6.23936,5.73557,658,https://cf.geekdo-images.com/images/pic1048351.jpg,0,"Hand Management, Set Collection",823,"Card Game, Fantasy",1.7115
3605,174402/tide-iron-next-wave,Tide of Iron: Next Wave,2,4,240,60,240,8.26667,5.73544,107,https://cf.geekdo-images.com/images/pic2038122.jpg,14,"Action Point Allowance System, Area Control / Area Influence, Dice Rolling, Grid Movement, Hand Management, Hex-and-Counter, Modular Board, Simulation, Time Track",431,"Fighting, Wargame, World War II",3.625
3606,864/mage-knight,Mage Knight,2,4,60,60,60,6.08222,5.73535,900,https://cf.geekdo-images.com/images/pic11350.jpg,10,none,1406,"Collectible Components, Fantasy, Miniatures, Wargame",2.3605
3607,38873/cambria,Cambria,2,5,20,20,20,6.49862,5.73534,362,https://cf.geekdo-images.com/images/pic910831.jpg,8,"Area Control / Area Influence, Dice Rolling",475,Ancient,1.8049
3608,623/swashbuckler,Swashbuckler,2,6,90,90,90,6.91061,5.73514,229,https://cf.geekdo-images.com/images/pic3638102.jpg,12,"Action / Movement Programming, Simultaneous Action Selection",473,"Fighting, Renaissance",2.3871
3609,4493/kayanak,Kayanak,2,4,15,15,15,6.45121,5.73513,347,https://cf.geekdo-images.com/images/pic1793211.jpg,4,"Dice Rolling, Memory",650,"Action / Dexterity, Children's Game",1.2
3610,46323/warlords-europe,Warlords of Europe,2,4,240,180,240,6.82181,5.73498,276,https://cf.geekdo-images.com/images/pic524700.jpg,12,"Area Movement, Dice Rolling",501,"Medieval, Wargame",2.6364
3611,204675/arrival,The Arrival,2,4,90,75,90,6.89221,5.73495,231,https://cf.geekdo-images.com/images/pic3762801.png,12,"Action Point Allowance System, Area Control / Area Influence, Hand Management, Point to Point Movement, Simultaneous Action Selection",356,"Ancient, Civilization, Mythology, Territory Building",2.7273
3612,27298/owners-choice,Owner's Choice,2,5,45,45,45,6.18182,5.7349,577,https://cf.geekdo-images.com/images/pic195820.jpg,10,"Dice Rolling, Stock Holding",689,Economic,1.75
3613,5222/old-town,Old Town,1,4,45,45,45,6.38901,5.73473,382,https://cf.geekdo-images.com/images/pic325396.jpg,10,"Hand Management, Tile Placement",480,"American West, Deduction",2.2439
3614,128412/bohn-be-wild,Bohn To Be Wild!,1,7,60,60,60,6.75833,5.73464,240,https://cf.geekdo-images.com/images/pic1379533.jpg,12,"Hand Management, Set Collection, Trading",731,"Card Game, Farming, Negotiation",1.8077
3615,69136/bloody-april-1917-air-war-over-arras-france,"Bloody April, 1917: Air War Over Arras, France",1,2,120,120,120,7.33988,5.73458,173,https://cf.geekdo-images.com/images/pic1385602.jpg,0,"Dice Rolling, Hex-and-Counter",821,"Aviation / Flight, Wargame, World War I",4.0789
3616,85105/travel-blog,Travel Blog,2,6,30,30,30,6.13846,5.73454,617,https://cf.geekdo-images.com/images/pic825445.jpg,8,Point to Point Movement,905,"Educational, Real-time, Travel",1.5385
3617,5478/crazy-circus,Crazy Circus,1,10,20,20,20,6.28381,5.73443,441,https://cf.geekdo-images.com/images/pic1414458.jpg,8,Simultaneous Action Selection,624,"Animals, Puzzle, Real-time",1.4872
3618,82402/friesematenten,Friesematenten,2,4,45,45,45,6.29928,5.73441,483,https://cf.geekdo-images.com/images/pic794872.jpg,12,Auction/Bidding,919,"Card Game, Economic, Humor, Industry / Manufacturing",1.9459
3619,173649/king-chocolate,King Chocolate,2,5,60,30,60,6.69328,5.73436,253,https://cf.geekdo-images.com/images/pic2672531.jpg,10,"Action Point Allowance System, Modular Board, Tile Placement",326,Economic,2.4615
3620,30024/kachina,Kachina,2,5,45,45,45,6.61793,5.73435,338,https://cf.geekdo-images.com/images/pic478222.jpg,10,"Hand Management, Tile Placement",441,"American West, Mythology",2.0606
3621,34871/ventura,Ventura,2,4,90,90,90,6.50201,5.73432,378,https://cf.geekdo-images.com/images/pic974442.jpg,13,Modular Board,1474,"Fighting, Renaissance, Territory Building",3.0263
3622,166988/wizards-wild,Wizards of the Wild,1,4,30,30,30,6.83723,5.7342,223,https://cf.geekdo-images.com/images/pic3098828.png,10,"Card Drafting, Dice Rolling, Set Collection, Variable Player Powers",441,"Animals, Card Game, Dice, Fantasy",1.8889
3623,40935/zoowaboo,Zoowaboo,2,4,30,20,30,6.43798,5.73413,342,https://cf.geekdo-images.com/images/pic2607545.jpg,5,"Betting/Wagering, Partnerships, Press Your Luck",528,"Action / Dexterity, Animals, Children's Game, Nautical, Real-time",1.0541
3624,162351/shadows-over-normandie,Shadows over Normandie,2,3,90,90,90,7.385,5.73403,165,https://cf.geekdo-images.com/images/pic2078171.jpg,14,"Dice Rolling, Grid Movement, Hex-and-Counter, Modular Board, Variable Player Powers",957,"Horror, Wargame, World War II",2.625
3625,2259/afrika-korps,Afrika Korps,2,4,180,180,180,6.13761,5.7338,850,https://cf.geekdo-images.com/images/pic158054.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",1834,"Wargame, World War II",2.3016
3626,174518/ylandyss,Ylandyss,2,4,90,60,90,7.49276,5.73376,152,https://cf.geekdo-images.com/images/pic2451316.jpg,15,Deck / Pool Building,192,Fantasy,2.4
3627,207330/hellas,Hellas,2,4,60,45,60,6.85117,5.73364,214,https://cf.geekdo-images.com/images/pic3153010.jpg,10,"Route/Network Building, Variable Phase Order, Worker Placement",247,"Ancient, City Building",2.6667
3628,224821/one-deck-dungeon-forest-shadows,One Deck Dungeon: Forest of Shadows,1,2,45,30,45,7.97211,5.73353,123,https://cf.geekdo-images.com/images/pic3496794.jpg,14,"Co-operative Play, Deck / Pool Building, Dice Rolling",1131,"Adventure, Card Game, Exploration, Medieval, Video Game Theme",0
3629,124047/pirate-dice-voyage-rolling-seas,Pirate Dice: Voyage on the Rolling Seas,2,4,60,30,60,6.22439,5.73348,499,https://cf.geekdo-images.com/images/pic1364948.png,13,"Action / Movement Programming, Dice Rolling, Modular Board, Simultaneous Action Selection",909,"Dice, Nautical, Pirates",1.6562
3630,168215/saboteur-duel,Saboteur: The Duel,1,2,30,30,30,6.22447,5.7332,568,https://cf.geekdo-images.com/images/pic3303283.jpg,8,"Hand Management, Route/Network Building",1612,"Bluffing, Card Game, Exploration, Fantasy",1.3636
3631,191986/rhodes,Rhodes,2,5,90,60,90,6.81602,5.73308,241,https://cf.geekdo-images.com/images/pic2923331.jpg,10,"Variable Phase Order, Worker Placement",356,"Ancient, City Building, Economic, Nautical, Transportation",2.6
3632,3003/crash-tackle-rugby-board-game,Crash Tackle Rugby Board Game,2,2,180,180,180,7.69304,5.73297,148,https://cf.geekdo-images.com/images/pic247205.jpg,12,"Action Point Allowance System, Dice Rolling, Hex-and-Counter",260,Sports,2.4516
3633,4008/cobra,Cobra,2,2,120,120,120,6.68481,5.73293,283,https://cf.geekdo-images.com/images/pic621252.jpg,12,"Hex-and-Counter, Simulation",906,"Wargame, World War II",2.8163
3634,25738/big-taboo,The Big Taboo,4,0,0,0,0,6.36553,5.73292,438,https://cf.geekdo-images.com/images/pic392560.jpg,12,"Acting, Memory, Paper-and-Pencil, Partnerships",843,"Action / Dexterity, Memory, Party Game, Word Game",1.6071
3635,52568/mali-powstancy-warszawa-1944,Mali Powsta?cy: Warszawa 1944,2,4,30,30,30,6.59189,5.73288,297,https://cf.geekdo-images.com/images/pic1620355.jpg,8,"Dice Rolling, Hand Management, Pick-up and Deliver, Point to Point Movement, Simultaneous Action Selection",398,"Racing, World War II",2.069
3636,34334/waterloo-20,Waterloo 20,2,2,50,50,50,6.98737,5.73282,198,https://cf.geekdo-images.com/images/pic297963.jpg,0,Hex-and-Counter,356,"Napoleonic, Wargame",2.2
3637,41934/world-war-untold-stories,World at War: The Untold Stories,2,2,60,60,60,7.95242,5.73275,124,https://cf.geekdo-images.com/images/pic3227431.jpg,0,"Chit-Pull System, Dice Rolling, Hex-and-Counter",333,"Modern Warfare, Wargame",2.7826
3638,3710/mbt-first-edition,MBT (first edition),2,6,60,60,60,6.63246,5.73275,320,https://cf.geekdo-images.com/images/pic405999.jpg,10,"Hex-and-Counter, Modular Board, Simultaneous Action Selection",917,"Modern Warfare, Wargame",3.7907
3639,193651/bohemian-villages,Bohemian Villages,2,5,30,30,0,6.3586,5.73272,385,https://cf.geekdo-images.com/images/pic2890916.jpg,8,Dice Rolling,451,Dice,1.9167
3640,5985/miscellaneous-game-accessory,Miscellaneous Game Accessory,0,0,0,0,0,6.93448,5.7327,212,https://cf.geekdo-images.com/images/pic1017967.jpg,0,none,1056,none,3.3333
3641,11182/super-scrabble,Super Scrabble,2,4,60,60,60,6.36896,5.73268,468,https://cf.geekdo-images.com/images/pic72209.jpg,8,Tile Placement,1058,Word Game,2.1667
